Time 	 AccX 	 AccY 	 AccZ 	 GyroX 	 GyroY 	 GyroZ
50.178	1.08	0.70	-9.83	0.06	0.02	-0.01
50.204	0.88	0.32	-9.83	0.00	-0.10	-0.03
50.232	0.80	0.66	-9.82	-0.02	0.00	0.08
50.258	0.77	0.84	-9.77	-0.07	0.09	0.03
50.286	1.24	0.27	-9.63	0.00	-0.02	-0.08
50.313	2.58	-1.14	-8.70	0.09	-0.09	-0.10
50.340	2.71	-1.29	-10.27	-0.02	0.14	0.16
50.368	8.79	5.62	-4.47	0.01	-0.37	0.11
50.395	2.77	-0.65	-9.14	-0.25	-0.16	0.01
50.422	0.11	0.52	-10.14	-0.24	-0.07	-0.05
50.449	-0.91	0.93	-10.16	0.04	0.07	0.04
50.480	1.29	0.32	-9.70	0.06	0.01	-0.09
50.506	0.91	0.91	-9.29	0.02	-0.06	0.08
50.534	1.14	0.46	-9.88	0.00	-0.06	0.13
50.561	0.74	-0.33	-9.65	-0.09	-0.03	-0.10
50.588	1.32	0.98	-9.21	-0.11	0.04	0.01
50.615	1.82	-0.73	-9.62	-0.05	-0.06	-0.10
50.642	0.52	1.44	-9.97	-0.17	-0.06	-0.07
50.669	0.65	2.09	-9.37	-0.06	0.07	0.06
50.697	0.55	0.88	-9.49	0.07	-0.03	0.11
50.723	1.18	0.23	-9.92	0.03	-0.13	-0.11
50.751	0.47	0.52	-10.57	-0.07	-0.01	0.09
50.779	1.24	1.20	-9.87	-0.06	0.02	-0.00
50.805	1.39	1.37	-9.90	0.05	0.10	0.06
50.835	-0.55	1.66	-10.04	0.12	0.18	0.21
50.863	0.55	0.97	-10.06	0.20	0.16	-0.13
50.889	1.05	0.02	-9.34	0.18	0.12	-0.09
50.917	1.54	-0.09	-9.37	0.12	0.10	0.13
50.944	1.42	0.30	-9.73	0.06	0.04	0.01
50.971	0.62	0.70	-9.93	0.00	0.01	-0.06
50.998	1.30	0.64	-9.78	0.06	-0.08	-0.05
51.025	0.80	0.59	-9.81	0.02	0.07	0.08
51.052	1.03	0.70	-9.72	0.02	-0.08	0.10
51.080	0.90	0.51	-9.70	-0.05	-0.01	0.05
51.106	0.88	0.61	-9.73	0.05	0.02	-0.13
51.134	1.08	0.54	-9.82	-0.06	-0.01	-0.07
51.161	0.81	0.57	-9.72	-0.01	0.00	-0.09
51.190	0.96	0.61	-9.80	0.08	-0.03	-0.10
51.218	0.92	0.62	-9.80	0.02	-0.02	-0.06
51.245	1.00	0.66	-9.76	-0.01	0.05	-0.05
51.272	0.87	0.62	-9.78	-0.00	-0.13	-0.08
51.299	1.00	0.64	-9.75	0.04	-0.01	0.05
51.326	0.91	0.50	-9.71	-0.06	-0.01	-0.06
51.353	0.90	0.64	-9.76	0.05	0.03	0.03
51.381	0.97	0.63	-9.66	0.06	-0.06	-0.04
51.407	0.93	0.55	-9.82	0.02	-0.10	0.02
51.435	0.92	0.57	-9.72	0.07	0.04	0.01
51.462	0.90	0.67	-9.81	-0.07	-0.07	-0.05
51.489	1.01	0.69	-9.75	0.12	-0.09	0.17
51.516	0.98	0.67	-9.68	-0.10	-0.03	0.12
51.547	0.94	0.52	-9.75	0.03	-0.04	-0.08
51.573	0.96	0.66	-9.79	-0.05	-0.05	0.00
51.601	1.02	0.56	-9.83	-0.06	-0.01	-0.04
51.628	1.04	0.56	-9.88	0.07	-0.01	0.03
51.655	0.94	0.62	-9.73	0.05	-0.01	0.00
51.682	0.88	0.65	-9.79	-0.08	-0.12	0.05
51.709	0.84	0.63	-9.72	-0.01	-0.06	-0.11
51.736	0.85	0.57	-9.77	0.05	-0.01	-0.09
51.764	0.88	0.59	-9.78	0.09	-0.06	-0.04
51.790	0.91	0.60	-9.76	0.07	-0.07	-0.07
51.818	1.05	0.62	-9.87	0.01	0.07	-0.01
51.845	1.00	0.63	-9.75	0.07	0.04	-0.02
51.874	0.91	0.53	-9.77	-0.08	0.09	-0.02
51.902	0.93	0.68	-9.75	0.00	-0.09	0.03
51.929	1.01	0.58	-9.81	0.00	0.02	0.09
51.956	0.94	0.65	-9.79	-0.03	-0.07	0.02
51.983	0.95	0.62	-9.75	-0.06	-0.04	0.02
52.011	1.00	0.65	-9.78	-0.01	0.03	0.05
52.037	0.97	0.52	-9.80	0.12	-0.10	-0.23
52.065	0.93	0.58	-9.79	-0.03	0.07	0.03
52.091	0.91	0.62	-9.67	0.07	-0.06	0.04
52.119	0.96	0.57	-9.74	-0.02	-0.04	-0.10
52.152	0.94	0.57	-9.80	0.07	0.03	0.12
52.178	0.98	0.49	-9.77	0.02	-0.11	-0.11
52.206	0.97	0.55	-9.85	-0.01	-0.00	0.05
52.236	0.98	0.60	-9.80	0.03	-0.07	0.13
52.262	1.02	0.58	-9.67	-0.01	-0.10	0.02
52.290	0.85	0.68	-9.82	-0.01	0.11	0.17
52.317	0.91	0.62	-9.81	0.10	-0.09	0.07
52.344	0.94	0.64	-9.80	0.08	0.11	-0.02
52.371	0.95	0.69	-9.77	0.00	0.00	-0.21
52.399	0.91	0.57	-9.79	-0.01	-0.02	-0.02
52.425	0.91	0.59	-9.78	-0.01	-0.03	0.00
52.453	0.92	0.66	-9.80	-0.04	-0.03	-0.05
52.480	0.91	0.64	-9.72	-0.01	0.04	-0.07
52.507	0.98	0.58	-9.83	-0.05	-0.08	-0.02
52.534	0.95	0.60	-9.75	-0.03	0.16	0.03
52.561	0.98	0.66	-9.81	-0.03	-0.10	-0.03
52.591	0.87	0.58	-9.65	0.09	-0.08	0.00
52.619	0.90	0.65	-9.79	0.04	0.01	-0.08
52.645	0.92	0.65	-9.72	0.03	-0.06	0.01
52.673	0.98	0.52	-9.83	0.09	-0.03	-0.17
52.700	0.94	0.65	-9.70	-0.01	-0.16	0.02
52.727	0.96	0.59	-9.67	0.07	0.01	-0.05
52.754	0.95	0.60	-9.78	0.08	0.00	0.04
52.781	1.08	0.62	-9.80	-0.03	0.01	-0.02
52.808	0.93	0.60	-9.73	-0.02	0.05	0.10
52.835	0.97	0.61	-9.74	0.02	-0.14	0.14
52.862	0.93	0.55	-9.66	0.07	-0.01	0.03
52.889	0.92	0.64	-9.70	-0.06	-0.05	-0.02
52.917	0.98	0.58	-9.73	-0.01	0.00	-0.00
52.946	0.97	0.62	-9.76	-0.13	-0.00	0.23
52.974	1.02	0.60	-9.77	0.07	0.10	0.09
53.001	1.01	0.53	-9.75	-0.03	-0.07	0.10
53.027	0.99	0.62	-9.73	0.03	0.01	-0.04
53.055	0.99	0.58	-9.78	-0.01	0.07	-0.13
53.082	0.98	0.64	-9.72	-0.03	-0.05	0.13
53.109	1.02	0.56	-9.87	-0.00	-0.02	-0.02
53.136	0.95	0.59	-9.83	-0.03	-0.08	-0.08
53.164	0.96	0.72	-9.77	0.04	-0.12	-0.04
53.191	1.00	0.63	-9.80	-0.05	0.07	-0.10
53.218	0.99	0.68	-9.80	-0.04	0.03	0.09
53.244	0.96	0.61	-9.83	0.09	-0.01	-0.05
53.272	0.88	0.54	-9.73	-0.01	-0.00	-0.00
53.302	0.96	0.68	-9.83	0.07	-0.00	0.03
53.329	1.03	0.65	-9.93	0.06	0.03	0.03
53.356	1.01	0.59	-9.78	-0.05	0.09	-0.04
53.384	0.97	0.68	-9.78	-0.00	0.08	-0.09
53.410	0.91	0.65	-9.83	0.08	-0.04	-0.09
53.438	0.95	0.68	-9.74	-0.07	0.16	0.01
53.465	0.98	0.57	-9.75	-0.07	0.01	-0.00
53.492	0.91	0.64	-9.76	0.04	-0.01	0.05
53.519	0.96	0.62	-9.66	-0.12	0.04	-0.10
53.547	1.01	0.60	-9.78	0.01	-0.11	0.12
53.573	0.93	0.67	-9.68	0.05	0.00	-0.01
53.600	0.96	0.60	-9.73	-0.09	0.07	-0.05
53.627	0.91	0.64	-9.79	-0.03	0.07	-0.00
53.657	1.08	0.55	-9.70	0.12	-0.05	-0.04
53.685	1.06	0.64	-9.70	0.10	-0.10	-0.05
53.711	1.11	0.60	-9.77	-0.05	0.12	0.00
53.739	0.88	0.70	-9.77	-0.06	-0.06	0.08
53.766	1.03	0.57	-9.83	-0.00	0.02	0.04
53.793	0.94	0.62	-9.73	0.06	0.00	-0.07
53.820	1.05	0.57	-9.88	0.03	0.10	-0.15
53.848	0.80	0.73	-9.67	0.04	-0.06	0.04
53.874	0.99	0.47	-9.73	-0.04	-0.07	0.03
53.902	1.00	1.11	-9.76	-0.00	0.11	0.08
53.928	1.39	2.28	-9.60	-0.09	0.00	-0.00
53.956	1.03	0.46	-9.74	-0.10	0.15	0.15
53.983	1.03	0.48	-9.63	0.01	-0.06	-0.06
54.012	0.79	0.61	-9.74	-0.02	0.05	0.07
54.040	0.11	1.51	-9.74	0.05	-0.01	0.02
54.067	0.62	0.73	-9.76	-0.02	-0.07	-0.12
54.094	1.28	0.19	-9.55	0.05	-0.06	-0.11
54.121	0.88	0.63	-9.72	0.08	-0.04	0.00
54.149	0.97	0.77	-9.82	0.01	0.00	-0.04
54.175	0.94	2.13	-9.01	0.14	-0.02	-0.03
54.203	0.96	0.06	-9.83	-0.02	0.05	-0.00
54.230	0.88	0.50	-9.79	0.03	-0.16	-0.05
54.257	0.85	0.68	-9.75	0.06	-0.05	-0.04
54.284	0.82	0.55	-9.90	0.01	-0.03	0.09
54.311	0.97	-0.32	-9.85	0.01	-0.04	0.12
54.355	0.97	0.77	-9.70	0.02	-0.00	0.02
54.385	0.70	0.45	-9.83	0.04	-0.12	-0.07
54.413	1.06	0.13	-9.85	0.01	0.04	0.11
54.439	0.98	0.84	-9.69	0.10	0.07	-0.05
54.467	0.98	0.67	-9.84	-0.00	0.09	-0.09
54.494	1.03	0.48	-9.85	0.09	0.02	0.01
54.521	0.96	0.64	-9.65	0.06	0.09	0.04
54.548	1.04	0.42	-9.72	-0.03	0.02	-0.00
54.576	1.01	0.11	-9.77	-0.01	0.03	0.09
54.602	0.96	0.83	-9.74	0.00	0.08	0.02
54.629	0.92	0.55	-9.79	-0.06	-0.04	0.03
54.657	1.06	0.76	-9.73	-0.05	-0.01	-0.01
54.683	0.96	0.48	-9.70	-0.13	-0.09	0.00
54.711	1.21	0.86	-9.85	0.03	0.00	0.09
54.740	1.11	0.85	-9.78	0.09	0.06	0.11
54.768	1.26	0.72	-9.64	-0.12	-0.02	0.04
54.795	0.96	0.42	-9.75	-0.01	0.07	-0.01
54.822	0.93	0.73	-9.75	-0.11	0.05	0.06
54.849	0.80	0.52	-9.72	-0.01	-0.12	0.00
54.877	1.09	0.32	-9.86	0.01	-0.03	-0.02
54.903	0.91	0.67	-9.73	-0.04	0.01	0.04
54.931	0.77	0.65	-9.79	0.00	0.05	0.00
54.958	1.08	0.85	-9.73	0.05	0.07	-0.04
54.984	0.85	0.62	-9.75	-0.04	-0.01	-0.12
55.012	0.92	0.88	-9.81	0.08	0.12	-0.01
55.038	0.91	0.37	-9.87	-0.04	0.07	-0.01
55.066	0.92	0.33	-9.85	0.03	0.05	-0.00
55.096	1.01	0.68	-9.77	0.07	-0.02	-0.03
55.123	0.94	0.72	-9.86	-0.06	0.02	-0.03
55.150	0.90	0.44	-9.80	-0.02	0.00	0.02
55.178	0.95	0.57	-9.87	-0.01	-0.02	0.08
55.204	0.86	0.71	-9.94	-0.09	-0.00	0.11
55.232	0.85	0.37	-9.75	0.04	-0.07	0.17
55.259	0.87	0.68	-9.79	0.04	0.06	-0.01
55.285	0.85	0.45	-9.73	0.02	0.09	0.03
55.313	1.11	0.64	-9.80	-0.02	-0.01	0.01
55.340	1.03	0.64	-9.73	0.07	-0.04	0.11
55.367	0.85	0.69	-9.62	0.04	-0.03	0.03
55.394	1.02	0.59	-9.70	0.06	0.02	-0.02
55.421	0.93	0.46	-9.78	-0.02	0.02	0.05
55.451	0.98	0.57	-9.76	0.02	-0.08	-0.14
55.479	0.91	0.61	-9.80	-0.01	0.07	-0.06
55.505	1.06	0.54	-9.73	0.01	0.02	-0.06
55.533	0.87	0.64	-9.80	-0.12	-0.01	-0.01
55.560	1.01	0.65	-9.73	0.02	-0.05	0.01
55.587	0.93	0.56	-9.77	-0.03	0.07	-0.08
55.614	0.91	0.51	-9.66	0.04	-0.07	0.02
55.641	0.98	0.56	-9.85	0.00	-0.06	0.03
55.668	0.90	0.52	-9.78	-0.01	-0.01	-0.02
55.695	0.96	0.56	-9.77	-0.02	0.10	0.04
55.723	0.96	0.50	-9.78	-0.05	0.10	-0.09
55.749	0.91	0.55	-9.75	-0.00	0.02	-0.05
55.777	0.98	0.54	-9.70	0.02	0.06	0.12
55.806	0.97	0.57	-9.81	0.04	-0.03	0.09
55.834	0.99	0.49	-9.78	-0.07	0.05	0.15
55.861	1.01	0.50	-9.79	0.00	-0.02	0.06
55.888	0.91	0.55	-9.73	-0.04	-0.01	0.08
55.915	1.00	0.65	-9.72	0.03	0.06	-0.04
55.942	0.96	0.55	-9.68	0.00	0.06	-0.01
55.969	0.92	0.52	-9.81	0.02	-0.09	-0.09
55.996	0.98	0.54	-9.74	0.08	-0.01	0.09
56.024	0.91	0.54	-9.78	-0.02	-0.04	-0.07
56.050	0.88	0.53	-9.68	-0.01	-0.01	-0.02
56.078	0.87	0.54	-9.78	-0.03	0.06	-0.04
56.104	0.99	0.55	-9.76	0.02	0.03	0.04
56.132	0.99	0.55	-9.88	0.04	0.00	0.08
56.162	0.98	0.52	-9.77	-0.00	0.01	-0.07
56.189	0.88	0.64	-9.72	0.03	-0.02	-0.03
56.216	0.98	0.59	-9.73	-0.07	0.04	0.04
56.244	0.93	0.61	-9.74	0.03	-0.04	-0.03
56.270	1.02	0.50	-9.75	0.07	-0.08	-0.09
56.298	0.90	0.62	-9.78	-0.12	-0.01	0.14
56.325	1.03	0.60	-9.71	0.01	-0.01	0.01
56.352	0.98	0.44	-9.71	0.06	-0.00	-0.22
56.379	0.93	0.57	-9.75	0.06	0.03	0.14
56.406	0.90	0.61	-9.78	0.03	-0.02	0.01
56.433	0.98	0.60	-9.87	0.12	-0.06	-0.17
56.466	0.96	0.48	-9.80	0.03	-0.07	-0.01
56.494	0.91	0.56	-9.75	0.06	-0.03	0.02
56.523	0.96	0.52	-9.85	0.13	-0.11	-0.08
56.550	0.87	0.54	-9.75	-0.08	0.00	-0.09
56.578	0.98	0.53	-9.84	0.04	-0.04	0.04
56.604	0.87	0.60	-9.65	0.04	-0.10	-0.05
56.632	0.92	0.55	-9.73	-0.06	0.03	-0.06
56.658	0.96	0.44	-9.74	-0.03	0.01	0.03
56.686	0.90	0.55	-9.75	0.03	-0.01	0.07
56.713	0.97	0.60	-9.84	0.10	-0.10	-0.09
56.740	0.91	0.66	-9.79	0.00	-0.06	-0.06
56.767	0.93	0.55	-9.75	-0.01	0.07	-0.07
56.795	0.94	0.47	-9.80	-0.02	0.01	0.14
56.821	0.64	0.75	-9.72	0.03	0.01	0.05
56.849	0.98	0.65	-9.86	0.05	0.01	-0.14
56.879	0.95	0.63	-9.73	0.00	-0.05	-0.10
56.905	0.95	0.53	-9.76	-0.12	0.07	-0.01
56.933	0.94	0.53	-9.80	-0.02	0.09	0.00
56.960	0.98	0.52	-9.75	0.01	0.00	0.00
56.987	0.89	0.62	-9.83	-0.05	-0.02	-0.05
57.014	0.86	0.62	-9.70	-0.03	0.03	-0.01
57.041	0.89	0.54	-9.75	-0.07	0.10	0.08
57.068	0.97	0.52	-9.75	0.04	-0.05	-0.16
57.096	0.99	0.52	-9.82	0.04	0.06	0.09
57.122	0.91	0.68	-9.81	-0.04	-0.05	-0.00
57.149	0.98	0.54	-9.75	0.02	-0.12	0.11
57.177	0.93	0.59	-9.81	-0.00	-0.04	-0.06
57.203	0.98	0.55	-9.72	0.03	0.08	0.04
57.234	0.87	0.50	-9.82	0.03	-0.00	-0.05
57.261	0.93	0.60	-9.82	-0.01	-0.03	-0.11
57.288	0.94	0.50	-9.77	0.03	-0.00	0.06
57.315	0.99	0.45	-9.78	-0.05	-0.01	-0.03
57.342	0.87	0.50	-9.78	0.08	-0.03	0.06
57.369	1.02	0.56	-9.72	0.04	0.12	-0.05
57.397	1.10	0.47	-9.83	-0.06	-0.04	0.05
57.423	0.95	0.56	-9.79	0.00	0.08	-0.12
57.451	1.01	0.50	-9.79	0.06	0.01	0.09
57.478	0.90	0.58	-9.70	-0.04	0.00	0.12
57.504	0.91	0.57	-9.80	0.05	0.05	0.01
57.532	0.96	0.65	-9.75	-0.06	-0.09	0.06
57.559	0.91	0.50	-9.65	-0.06	0.01	0.04
57.589	0.97	0.58	-9.77	-0.12	0.02	0.08
57.616	0.85	0.58	-9.80	0.06	0.03	0.06
57.644	0.96	0.60	-9.82	-0.07	0.05	0.01
57.670	0.93	0.60	-9.85	-0.03	-0.07	-0.13
57.698	0.96	0.48	-9.73	-0.07	-0.06	0.15
57.724	0.96	0.62	-9.76	-0.02	0.19	0.01
57.752	0.96	0.55	-9.74	0.00	0.02	0.04
57.779	0.96	0.51	-9.75	-0.03	0.02	-0.15
57.805	0.89	0.48	-9.76	0.03	0.03	-0.06
57.833	0.94	0.49	-9.73	0.03	-0.06	-0.10
57.860	0.91	0.54	-9.80	-0.02	0.07	-0.09
57.887	0.86	0.51	-9.75	-0.05	0.08	-0.08
57.914	0.98	0.57	-9.79	0.01	-0.06	0.03
57.945	0.94	0.54	-9.75	-0.04	0.15	0.09
57.971	1.00	0.55	-9.81	0.01	0.12	0.03
57.999	0.93	0.51	-9.79	-0.05	-0.03	-0.19
58.025	0.92	0.53	-9.76	0.05	0.15	-0.00
58.053	1.03	0.55	-9.68	-0.07	-0.00	0.01
58.080	0.94	0.60	-9.78	-0.06	0.03	-0.10
58.107	0.96	0.46	-9.78	0.04	-0.13	-0.02
58.134	0.96	0.56	-9.75	0.09	-0.09	-0.07
58.162	1.03	0.55	-9.67	0.07	-0.12	0.02
58.188	0.97	0.57	-9.75	0.04	0.04	0.03
58.216	0.88	0.50	-9.76	-0.06	-0.05	0.00
58.243	0.96	0.52	-9.85	-0.11	-0.01	0.04
58.270	0.88	0.62	-9.78	-0.07	-0.10	-0.01
58.300	0.93	0.53	-9.81	-0.11	0.00	-0.05
58.327	0.96	0.65	-9.73	0.04	0.03	-0.04
58.354	0.95	0.53	-9.70	-0.10	-0.08	0.00
58.381	0.99	0.51	-9.78	-0.01	-0.14	-0.06
58.408	0.95	0.57	-9.77	0.04	0.02	-0.09
58.435	0.95	0.52	-9.76	0.02	-0.03	0.02
58.463	0.94	0.47	-9.78	0.04	0.03	0.12
58.489	0.98	0.56	-9.74	-0.02	0.05	-0.02
58.517	0.88	0.52	-9.71	0.07	0.05	0.01
58.544	0.91	0.56	-9.73	0.01	0.00	0.12
58.571	0.91	0.62	-9.73	-0.02	0.05	-0.11
58.598	1.00	0.50	-9.76	0.06	0.09	0.01
58.626	0.93	0.52	-9.71	0.02	0.04	0.05
58.655	0.86	0.51	-9.73	-0.02	-0.02	-0.03
58.682	0.93	0.60	-9.80	-0.11	0.04	0.02
58.710	0.96	0.52	-9.68	0.03	0.00	-0.05
58.736	0.92	0.53	-9.80	-0.02	-0.06	-0.04
58.764	0.97	0.52	-9.82	0.06	-0.01	-0.01
58.790	1.01	0.57	-9.80	-0.07	0.09	-0.12
58.835	0.98	0.57	-9.71	-0.01	-0.08	0.04
58.863	0.93	0.57	-9.82	-0.06	0.04	0.06
58.890	0.96	0.46	-9.75	0.02	0.00	-0.06
58.916	0.88	0.65	-9.75	0.00	-0.03	-0.04
58.944	0.91	0.57	-9.75	0.13	-0.06	-0.02
58.971	0.96	0.60	-9.76	0.03	0.01	0.05
58.998	0.97	0.49	-9.69	-0.03	0.02	0.11
59.028	0.96	0.55	-9.78	-0.07	-0.04	0.06
59.056	0.92	0.65	-9.63	-0.03	-0.06	-0.01
59.082	0.98	0.52	-9.74	-0.03	-0.05	0.04
59.110	0.98	0.52	-9.73	-0.02	0.02	0.03
59.137	0.96	0.55	-9.70	0.01	-0.02	-0.02
59.164	1.01	0.64	-9.71	-0.01	0.00	0.07
59.191	0.97	0.57	-9.78	-0.02	-0.04	-0.14
59.218	1.00	0.53	-9.73	-0.03	0.11	0.11
59.245	0.98	0.52	-9.83	0.02	0.07	-0.11
59.273	0.85	-0.05	-9.83	0.02	0.02	-0.01
59.299	0.99	0.64	-9.68	-0.03	0.04	-0.06
59.327	0.87	0.70	-9.87	-0.02	-0.03	0.09
59.354	0.93	0.51	-9.84	-0.02	0.01	0.07
59.384	0.97	0.80	-9.78	0.16	-0.09	-0.14
59.411	0.93	0.52	-9.82	0.11	-0.06	-0.01
59.439	1.03	0.57	-9.70	0.06	-0.05	-0.15
59.465	0.96	0.50	-9.81	-0.02	0.09	-0.08
59.493	1.03	0.39	-9.78	-0.04	0.03	0.07
59.520	0.91	0.45	-9.80	0.05	0.02	-0.06
59.547	1.03	0.56	-9.83	0.08	-0.04	0.01
59.574	0.87	0.60	-9.85	-0.02	-0.04	0.03
59.600	0.95	0.57	-9.73	-0.08	0.09	0.09
59.628	0.95	0.57	-9.80	-0.02	-0.01	0.06
59.655	0.98	0.27	-9.70	0.01	-0.03	0.05
59.682	1.05	-0.04	-9.86	-0.11	0.10	-0.11
59.709	1.03	0.50	-9.84	0.02	-0.10	0.01
59.740	1.02	0.70	-9.56	-0.00	-0.07	-0.15
59.766	0.91	0.37	-9.66	-0.04	0.00	0.04
59.794	0.85	0.43	-9.78	-0.12	0.03	0.05
59.821	0.93	0.65	-9.85	-0.03	0.02	0.04
59.848	0.97	0.50	-9.76	-0.04	-0.13	0.00
59.875	0.91	0.73	-9.77	-0.01	0.02	0.01
59.902	1.01	0.57	-9.78	0.05	0.04	0.05
59.929	0.91	0.59	-9.78	0.04	0.06	0.04
59.956	0.88	0.57	-9.77	-0.03	0.10	0.14
59.983	1.03	0.44	-9.73	0.07	-0.05	-0.05
60.010	1.06	0.68	-9.70	-0.03	-0.04	0.01
60.038	0.70	1.28	-9.42	0.03	-0.07	-0.05
60.064	0.78	-0.05	-9.34	-0.06	-0.01	-0.04
60.095	0.96	-0.29	-9.73	0.03	0.01	-0.14
60.122	0.97	0.53	-9.68	0.10	0.04	-0.03
60.149	0.91	0.26	-9.87	-0.20	0.05	0.07
60.176	0.88	0.55	-9.80	0.06	-0.09	0.02
60.204	0.87	0.48	-9.73	-0.01	0.00	-0.06
60.230	0.92	0.61	-9.71	-0.00	0.04	-0.06
60.258	0.96	0.51	-9.78	0.01	-0.03	0.07
60.284	1.01	0.52	-9.75	0.02	0.07	0.13
60.312	0.83	0.79	-9.78	0.03	0.05	0.09
60.339	0.98	0.40	-9.70	0.04	0.00	-0.01
60.366	0.96	0.58	-9.75	-0.00	0.11	0.05
60.393	0.98	0.39	-9.69	0.08	-0.07	0.02
60.420	1.06	0.60	-9.73	0.05	0.07	-0.06
60.450	0.96	0.56	-9.77	0.05	0.08	0.01
60.477	0.96	0.56	-9.79	-0.06	-0.03	0.07
60.505	0.96	0.57	-9.77	-0.00	0.00	0.05
60.531	0.87	0.57	-9.80	-0.00	-0.03	0.05
60.559	0.98	0.61	-9.80	0.05	0.02	0.13
60.585	0.96	0.52	-9.67	0.06	0.00	-0.03
60.613	0.99	0.39	-9.78	-0.02	0.09	-0.07
60.640	0.95	0.52	-9.78	0.02	0.10	0.01
60.666	0.96	0.56	-9.72	-0.05	0.14	0.07
60.694	0.95	0.47	-9.75	0.07	0.06	0.08
60.721	0.93	0.54	-9.68	0.04	-0.14	-0.10
60.748	0.95	0.56	-9.75	0.08	-0.14	0.05
60.776	0.98	0.62	-9.77	-0.05	0.02	0.10
60.806	0.89	0.57	-9.82	-0.02	-0.03	0.04
60.832	0.89	0.46	-9.73	0.09	-0.07	0.05
60.860	0.97	0.51	-9.70	0.03	-0.08	-0.04
60.887	1.01	0.54	-9.70	-0.03	-0.11	-0.00
60.920	0.88	0.52	-9.77	0.00	0.06	-0.24
60.947	0.94	0.62	-9.83	-0.01	0.00	-0.10
60.975	0.94	0.60	-9.73	0.05	-0.00	0.05
61.001	0.93	0.47	-9.81	-0.05	0.05	0.13
61.028	0.96	0.49	-9.69	-0.08	-0.06	0.02
61.056	1.07	0.57	-9.79	0.04	0.00	0.01
61.082	0.94	0.53	-9.80	0.00	-0.06	-0.15
61.110	1.00	0.55	-9.70	0.05	0.07	-0.01
61.136	1.01	0.50	-9.69	-0.08	-0.03	0.07
61.167	0.91	0.57	-9.80	0.06	-0.09	-0.03
61.194	0.85	0.44	-9.75	0.03	-0.02	-0.08
61.221	0.89	0.52	-9.84	-0.07	0.04	0.12
61.248	0.96	0.51	-9.83	-0.17	0.07	0.22
61.276	0.92	0.50	-9.76	-0.03	-0.06	-0.08
61.302	0.91	0.50	-9.73	0.06	-0.03	-0.01
61.330	0.95	0.55	-9.78	-0.03	0.14	0.05
61.357	0.96	0.62	-9.74	0.05	-0.01	0.13
61.384	0.88	0.49	-9.78	0.02	0.04	-0.05
61.411	0.93	0.57	-9.70	0.09	0.09	-0.09
61.437	0.89	0.27	-9.71	-0.13	0.04	0.01
61.465	0.87	0.53	-9.78	0.04	0.16	-0.03
61.492	0.96	0.57	-9.80	-0.03	-0.01	-0.01
61.522	0.93	0.59	-9.79	-0.07	0.06	0.03
61.549	0.86	0.52	-9.68	-0.05	-0.02	0.05
61.577	1.01	0.49	-9.78	0.12	-0.09	-0.17
61.603	0.86	0.51	-9.75	-0.10	0.04	-0.03
61.631	0.91	0.52	-9.79	-0.06	-0.01	0.01
61.658	0.88	0.59	-9.77	0.12	0.07	0.01
61.685	0.94	0.57	-9.79	-0.03	0.10	-0.12
61.712	0.93	0.65	-9.74	0.06	-0.06	0.04
61.740	0.90	0.57	-9.72	0.06	-0.10	-0.04
61.766	0.99	0.40	-9.75	-0.01	-0.03	-0.08
61.794	0.93	0.58	-9.75	0.10	-0.06	-0.07
61.820	0.90	0.50	-9.75	0.00	0.09	0.05
61.848	0.96	0.63	-9.76	-0.03	0.03	0.01
61.878	0.85	0.47	-9.70	0.02	-0.08	-0.13
61.904	0.93	0.60	-9.74	-0.07	-0.01	-0.02
61.932	1.01	0.58	-9.80	0.10	-0.00	0.03
61.959	0.91	0.54	-9.72	-0.08	-0.01	0.00
61.986	0.95	0.57	-9.81	-0.03	0.01	-0.03
62.013	0.91	0.58	-9.71	0.15	-0.13	-0.09
62.041	0.99	0.62	-9.68	0.02	0.17	0.02
62.067	0.94	0.50	-9.75	0.01	-0.10	0.07
62.095	1.03	0.59	-9.88	0.02	0.05	-0.09
62.121	0.93	0.51	-9.75	-0.04	0.10	0.05
62.149	0.92	0.63	-9.75	0.03	-0.10	-0.02
62.176	0.88	0.52	-9.73	-0.02	-0.10	-0.01
62.203	0.98	0.52	-9.78	-0.09	-0.06	0.05
62.233	1.29	0.51	-9.80	0.03	-0.03	0.01
62.260	0.75	0.48	-9.80	0.01	0.06	0.04
62.287	0.94	0.64	-9.75	0.07	0.03	0.01
62.314	1.03	0.68	-9.77	0.05	-0.02	-0.03
62.342	0.99	0.57	-9.79	-0.09	0.05	0.08
62.368	1.01	0.64	-9.68	-0.06	-0.03	0.16
62.396	0.85	0.63	-9.82	0.01	-0.07	0.00
62.423	0.96	0.52	-9.73	-0.02	0.08	0.05
62.450	0.91	0.57	-9.67	0.11	-0.11	-0.11
62.477	1.01	0.62	-9.83	0.12	0.01	-0.05
62.504	0.93	0.52	-9.85	-0.00	0.00	-0.03
62.531	0.92	0.59	-9.75	0.09	-0.01	-0.00
62.559	0.99	0.65	-9.71	-0.03	-0.11	-0.04
62.588	0.93	0.55	-9.68	-0.09	0.07	0.07
62.615	1.01	0.57	-9.77	-0.04	-0.01	0.03
62.643	0.92	0.57	-9.83	-0.01	0.04	-0.01
62.669	0.97	0.51	-9.73	0.00	-0.06	-0.16
62.697	0.91	0.57	-9.80	-0.01	-0.10	0.08
